0.575414 0.295102
0.574006 0.2907 0.575414 0.295102
0.575414 0.295102 0.5794 0.283701
0.5794 0.283701 0.575414 0.295102
0.56856 0.28385 0.575414 0.295102
0.569194 0.29324 0.575414 0.295102
0.570154 0.28124 0.575414 0.295102
0.55757 0.285104 0.575414 0.295102
0.558295 0.28027 0.575414 0.295102
0.566566 0.28594 0.575414 0.295102
0.578773 0.27611 0.575414 0.295102
0.57608 0.289315 0.575414 0.295102
0.57772 0.286134 0.575414 0.295102
0.575414 0.295102 0.58167 0.291198
0.575414 0.295102 0.581739 0.28253
0.575414 0.295102 0.862691 0.63293
0.575414 0.295102 0.992192 0.21986
0.575414 0.295102 0.57608 0.289315
0.574063 0.28605 0.575414 0.295102
0.57428 0.289733 0.575414 0.295102
0.575414 0.295102 0.55845 0.285701
0.575414 0.295102 0.57069 0.291748
0.575414 0.295102 0.570847 0.28841
0.57376 0.293115 0.575414 0.295102
0.57137 0.286353 0.575414 0.295102
0.57195 0.295614 0.575414 0.295102
0.571986 0.29782 0.575414 0.295102
0.572776 0.265693 0.575414 0.295102
0.572781 0.290117 0.575414 0.295102
0.572988 0.285674 0.575414 0.295102
0.573039 0.286309 0.575414 0.295102
0.571827 0.291546 0.575414 0.295102
0.571793 0.292441 0.575414 0.295102
0.571269 0.291478 0.575414 0.295102
0.573566 0.290106 0.575414 0.295102
0.573527 0.289525 0.575414 0.295102
0.573557 0.289975 0.575414 0.295102
0.573225 0.290467 0.575414 0.295102
0.573233 0.284438 0.575414 0.295102
0.573245 0.282052 0.575414 0.295102
0.573324 0.290456 0.575414 0.295102
0.575414 0.295102 0.570925 0.291454
0.575414 0.295102 0.571239 0.286229
0.575414 0.295102 0.536467 0.371548
0.574316 0.268634 0.575414 0.295102
0.575303 0.280806 0.575414 0.295102
0.575414 0.295102 0.576769 0.288664
0.575414 0.295102 0.577754 0.272293
0.575414 0.295102 0.577769 0.284235
0.575414 0.295102 0.573906 0.314518
0.575414 0.295102 0.573997 0.290918
0.575414 0.295102 0.575767 0.268688
0.575414 0.295102 0.576186 0.289803
0.575414 0.295102 0.576246 0.276803
0.575414 0.295102 0.576313 0.276086
0.575414 0.295102 0.570338 0.287174
0.575414 0.295102 0.571269 0.291478
0.575414 0.295102 0.571911 0.289628
0.575414 0.295102 0.573039 0.286309
0.575414 0.295102 0.573108 0.289927
0.575414 0.295102 0.573225 0.290467
0.575414 0.295102 0.573316 0.283023
0.575414 0.295102 0.573639 0.291153
0.575414 0.295102 0.573832 0.255685
0.576246 0.276803 0.575414 0.295102
0.575414 0.295102 0.575934 0.273534
0.575414 0.295102 0.582806 0.287705
0.575414 0.295102 0.584003 0.294539
0.575414 0.295102 0.604951 0.291201
0.575414 0.295102 0.581871 0.282593
0.575414 0.295102 0.581725 0.285043
0.575414 0.295102 0.579408 0.285923
0.575414 0.295102 0.579636 0.290189
0.575414 0.295102 0.577663 0.283551
0.575414 0.295102 0.579032 0.288625
0.575414 0.295102 0.579035 0.286483
0.579032 0.288625 0.575414 0.295102
0.582806 0.287705 0.575414 0.295102
0.586272 0.273631 0.575414 0.295102
0.566881 0.290151 0.575414 0.295102
0.567072 0.306701 0.575414 0.295102
0.566459 0.278866 0.575414 0.295102
0.567171 0.288872 0.575414 0.295102
0.567777 0.287108 0.575414 0.295102
0.559288 0.285221 0.575414 0.295102
0.566162 0.291099 0.575414 0.295102
0.556908 0.285965 0.575414 0.295102
0.430144 0.322951 0.575414 0.295102
0.534491 0.370794 0.575414 0.295102
0.569818 0.289945 0.575414 0.295102
0.570225 0.283645 0.575414 0.295102
0.569449 0.305231 0.575414 0.295102
0.569451 0.286212 0.575414 0.295102
0.568668 0.293289 0.575414 0.295102
0.568402 0.301609 0.575414 0.295102
0.568405 0.292993 0.575414 0.295102
0.570509 0.288109 0.575414 0.295102
0.570714 0.286943 0.575414 0.295102
0.571239 0.286229 0.575414 0.295102
0.965295 0.0675205 0.575414 0.295102
0.575414 0.295102 0.638604 3.55271e-015
0.573832 0.255685 0.575414 0.295102 0.608848 0.3013
0.573566 0.290106 0.575414 0.295102 0.574006 0.2907
0.57279 0.286193 0.575414 0.295102 0.581739 0.28253
0.573108 0.289927 0.575414 0.295102 0.578072 0.29859
0.57214 0.284988 0.573643 0.285391 0.575414 0.295102
0.57139 0.288183 0.575414 0.295102 0.578118 0.280856
0.575325 0.285909 0.57676 0.288664 0.575414 0.295102
0.573937 0.290451 0.57329 0.289606 0.575414 0.295102
0.575303 0.280806 0.573173 0.28095 0.575414 0.295102
0.575414 0.295102 0.57772 0.286134 0.575186 0.291193
0.575414 0.295102 0.585551 0.294758 0.585948 0.29484
0.575414 0.295102 0.571616 0.29018 0.571865 0.290154
0.575414 0.295102 0.578072 0.29859 0.573108 0.289927
0.570847 0.28841 0.575414 0.295102 0.573149 0.268246
0.570509 0.288109 0.575414 0.295102 0.578072 0.29859
0.57043 0.286866 0.575414 0.295102 0.567939 0.291887
0.570408 0.28641 0.575414 0.295102 0.571239 0.286229
0.560554 0.279933 0.566566 0.28594 0.575414 0.295102
0.567229 0.276437 0.575414 0.295102 0.578287 0.27213
0.567171 0.288872 0.575414 0.295102 0.568405 0.292993
0.561322 0.288329 0.575414 0.295102 0.557658 0.281009
0.559357 0.287244 0.571239 0.286229 0.575414 0.295102
0.562465 0.295685 0.575414 0.295102 0.581325 0.285698
0.537047 0.372132 0.537238 0.371663 0.575414 0.295102
0.538686 0.367491 0.538643 0.367743 0.575414 0.295102
0.554881 0.292807 0.574527 0.296414 0.575414 0.295102
0.570316 0.282497 0.575414 0.295102 0.576313 0.276086
0.570338 0.287174 0.570714 0.286943 0.575414 0.295102
0.570714 0.286943 0.575414 0.295102 0.553623 0.280777
0.570663 0.289798 0.575414 0.295102 0.573039 0.286309
0.570706 0.291747 0.573039 0.286309 0.575414 0.295102
0.570896 0.286926 0.570714 0.286943 0.575414 0.295102
0.571239 0.286229 0.575414 0.295102 0.571793 0.292441
0.571239 0.286229 0.575414 0.295102 0.574193 0.294158
0.571239 0.286229 0.571793 0.292441 0.575414 0.295102
0.571239 0.286229 0.573039 0.286309 0.575414 0.295102
0.571239 0.286229 0.575186 0.291193 0.575414 0.295102
0.571269 0.291478 0.571319 0.291496 0.575414 0.295102
0.571239 0.286229 0.564919 0.287537 0.575414 0.295102
0.571239 0.286229 0.570714 0.286943 0.575414 0.295102
0.568405 0.292993 0.568402 0.301609 0.575414 0.295102
0.568207 0.290026 0.570118 0.293412 0.575414 0.295102
0.567946 0.284464 0.573051 0.285506 0.575414 0.295102
0.567946 0.284464 0.573233 0.284438 0.575414 0.295102
0.570229 0.290324 0.575414 0.295102 0.570538 0.290292
0.570307 0.295847 0.570509 0.288109 0.575414 0.295102
0.575414 0.295102 0.577025 0.256295 0.579203 0.295858
0.575414 0.295102 0.576101 0.286552 0.572781 0.290117
0.575414 0.295102 0.575767 0.268688 0.581851 0.270243
0.575414 0.295102 0.572988 0.285674 0.575303 0.280806
0.575414 0.295102 0.573868 0.293004 0.575186 0.291193
0.575414 0.295102 0.571269 0.291478 0.573039 0.286309
0.575414 0.295102 0.571269 0.291478 0.573238 0.291696
0.575414 0.295102 0.571269 0.291478 0.573481 0.289587
0.575414 0.295102 0.571239 0.286229 0.571793 0.292441
0.575414 0.295102 0.579258 0.273338 0.571592 0.294481
0.575414 0.295102 0.579636 0.290189 0.605017 0.290138
0.575414 0.295102 0.580072 0.351308 0.602014 0.284599
0.581872 0.272899 0.575414 0.295102 0.584537 0.294799
